mb_code16,ptal
10458640000,6 - Very High
10458120000,6 - Very High
10458160000,6 - Very High
10458170000,6 - Very High
10458180000,6 - Very High
10458190000,6 - Very High
10458200000,6 - Very High
10458210000,6 - Very High
10458220000,6 - Very High
10458240000,6 - Very High
10458250000,6 - Very High
10458260000,6 - Very High
10458280000,6 - Very High
10458290000,6 - Very High
10458300000,6 - Very High
10458580000,6 - Very High
10458330000,6 - Very High
10458340000,6 - Very High
10458350000,6 - Very High
10458360000,6 - Very High
10458370000,6 - Very High
10458400000,6 - Very High
10458410000,6 - Very High
10458420000,6 - Very High
10458430000,6 - Very High
10458450000,6 - Very High
10458490000,6 - Very High
10458500000,6 - Very High
10458510000,6 - Very High
10458520000,6 - Very High
10458530000,6 - Very High
10458540000,6 - Very High
10458550000,6 - Very High
10458560000,6 - Very High
10458570000,6 - Very High
10458650000,6 - Very High
10458660000,6 - Very High
10458670000,6 - Very High
10458680000,6 - Very High
10458690000,6 - Very High
10458700000,6 - Very High
10458710000,5 - High
10458720000,4 - Medium-High
10458730000,3 - Medium
10458740000,6 - Very High
10458750000,6 - Very High
10458760000,6 - Very High
10458770000,6 - Very High
10458780000,3 - Medium
10458790000,4 - Medium-High
10458800000,4 - Medium-High
10458810000,4 - Medium-High
10458820000,4 - Medium-High
10458830000,3 - Medium
10458840000,6 - Very High
10458850000,3 - Medium
10458860000,4 - Medium-High
10458880000,6 - Very High
10458890000,6 - Very High
10458900000,3 - Medium
10458910000,3 - Medium
10458920000,4 - Medium-High
10458930000,6 - Very High
10458940000,6 - Very High
10458950000,6 - Very High
10458960000,6 - Very High
10458970000,6 - Very High
10458990000,5 - High
10459000000,6 - Very High
10459010000,6 - Very High
10459020000,6 - Very High
10459030000,6 - Very High
10459070000,6 - Very High
10459080000,6 - Very High
10459090000,6 - Very High
10459100000,6 - Very High
10459110000,6 - Very High
10459130000,6 - Very High
10459140000,5 - High
10459150000,6 - Very High
10459160000,6 - Very High
10459170000,6 - Very High
10459180000,5 - High
10459190000,6 - Very High
10459200000,6 - Very High
10459210000,6 - Very High
10459220000,6 - Very High
10459260000,6 - Very High
10459270000,6 - Very High
10459280000,6 - Very High
10459320000,6 - Very High
10459330000,6 - Very High
10459340000,6 - Very High
10459350000,6 - Very High
10459360000,6 - Very High
10459370000,6 - Very High
10459380000,6 - Very High
10459390000,6 - Very High
10459400000,6 - Very High
10459410000,6 - Very High
10459420000,6 - Very High
10459430000,6 - Very High
10459440000,6 - Very High
10459450000,6 - Very High
10459490000,4 - Medium-High
10459500000,4 - Medium-High
10459520000,4 - Medium-High
10459530000,6 - Very High
10459560000,2 - Low-Medium
10459570000,2 - Low-Medium
10459580000,6 - Very High
10461320000,4 - Medium-High
10461330000,6 - Very High
10461340000,2 - Low-Medium
10461350000,6 - Very High
10461360000,4 - Medium-High
10461370000,6 - Very High
10461380000,6 - Very High
10461390000,6 - Very High
10461400000,6 - Very High
10461410000,6 - Very High
10461420000,5 - High
10461430000,6 - Very High
10461440000,6 - Very High
10461460000,6 - Very High
10461470000,6 - Very High
10461480000,6 - Very High
10461490000,6 - Very High
10461500000,6 - Very High
10461510000,6 - Very High
10461520000,6 - Very High
10461540000,6 - Very High
10461550000,6 - Very High
10461560000,2 - Low-Medium
10461570000,6 - Very High
10461580000,2 - Low-Medium
10461590000,6 - Very High
10461600000,6 - Very High
10461610000,6 - Very High
10461620000,5 - High
10461630000,3 - Medium
10461640000,5 - High
10461650000,4 - Medium-High
10461660000,5 - High
10461670000,3 - Medium
10461680000,4 - Medium-High
10461690000,6 - Very High
10461700000,6 - Very High
10461710000,1 - Low
10461720000,3 - Medium
10461730000,3 - Medium
10461750000,3 - Medium
10461760000,6 - Very High
10461770000,4 - Medium-High
10461800000,4 - Medium-High
10461810000,6 - Very High
10461820000,4 - Medium-High
10461830000,6 - Very High
10461840000,5 - High
10461850000,5 - High
10461860000,4 - Medium-High
10461870000,4 - Medium-High
10461880000,6 - Very High
10461890000,6 - Very High
10461900000,5 - High
10461910000,6 - Very High
10461951000,5 - High
10461952000,3 - Medium
10461953000,4 - Medium-High
10461954000,5 - High
10461960000,3 - Medium
10461970000,3 - Medium
10461980000,4 - Medium-High
10461990000,4 - Medium-High
10462000000,6 - Very High
10462010000,6 - Very High
10462020000,4 - Medium-High
10462030000,6 - Very High
10462040000,1 - Low
10462080000,6 - Very High
10462090000,6 - Very High
10462100000,6 - Very High
10462110000,4 - Medium-High
10462120000,6 - Very High
10462130000,6 - Very High
10462140000,5 - High
10462150000,6 - Very High
10462161000,6 - Very High
10462162000,3 - Medium
10462170000,6 - Very High
10462181000,6 - Very High
10462182000,6 - Very High
10462183000,6 - Very High
10462190000,6 - Very High
10462200000,6 - Very High
10462210000,3 - Medium
10462220000,6 - Very High
10462230000,6 - Very High
10462240000,6 - Very High
10462250000,6 - Very High
10462260000,6 - Very High
10462270000,6 - Very High
10462280000,6 - Very High
10462290000,6 - Very High
10462300000,6 - Very High
10462311000,6 - Very High
10462314000,6 - Very High
10462315000,6 - Very High
10462316000,6 - Very High
10462317000,6 - Very High
10462318000,6 - Very High
10462319000,6 - Very High
10462320000,6 - Very High
10462330000,6 - Very High
10462340000,6 - Very High
10462351000,6 - Very High
10462353000,6 - Very High
10462354000,6 - Very High
10462356000,6 - Very High
10462361000,6 - Very High
10462362000,6 - Very High
10462363000,6 - Very High
10462364000,6 - Very High
10462370000,2 - Low-Medium
10462380000,3 - Medium
10462391000,2 - Low-Medium
10462392000,3 - Medium
10462400000,2 - Low-Medium
10462411000,2 - Low-Medium
10462412000,2 - Low-Medium
10462420000,6 - Very High
10462430000,3 - Medium
10462440000,1 - Low
10462450000,4 - Medium-High
10462460000,4 - Medium-High
10462470000,3 - Medium
10462490000,5 - High
10462500000,3 - Medium
10462520000,3 - Medium
10462531000,6 - Very High
10462532000,6 - Very High
10462533000,6 - Very High
10462540000,5 - High
10462550000,6 - Very High
10462560000,6 - Very High
10462570000,6 - Very High
10462580000,6 - Very High
10462590000,6 - Very High
10462600000,6 - Very High
10462620000,6 - Very High
10462630000,6 - Very High
10462640000,6 - Very High
10462650000,6 - Very High
10462660000,6 - Very High
10462670000,6 - Very High
10462680000,6 - Very High
10462690000,4 - Medium-High
10462700000,4 - Medium-High
10462710000,6 - Very High
10462720000,6 - Very High
10462730000,5 - High
10462740000,5 - High
10462750000,3 - Medium
10462760000,6 - Very High
10462770000,6 - Very High
10462780000,3 - Medium
10462790000,2 - Low-Medium
10462801000,3 - Medium
10462802000,2 - Low-Medium
10462810000,1 - Low
10462820000,4 - Medium-High
10462830000,4 - Medium-High
10462850000,6 - Very High
10462880000,2 - Low-Medium
10462900000,1 - Low
10462910000,5 - High
10462920000,5 - High
10462930000,5 - High
10462970000,4 - Medium-High
10462980000,6 - Very High
10462990000,4 - Medium-High
10463010000,5 - High
10463020000,5 - High
10463060000,5 - High
10463080000,6 - Very High
10463090000,5 - High
10463100000,6 - Very High
10463110000,5 - High
10463120000,4 - Medium-High
10463130000,6 - Very High
10463140000,6 - Very High
10463150000,6 - Very High
10463170000,6 - Very High
10463180000,6 - Very High
10463190000,6 - Very High
10463200000,6 - Very High
10463210000,6 - Very High
10463220000,6 - Very High
10463230000,6 - Very High
10463240000,3 - Medium
10463510000,4 - Medium-High
10463250000,6 - Very High
10463260000,2 - Low-Medium
10463280000,1 - Low
10463290000,6 - Very High
10463300000,6 - Very High
10463311000,3 - Medium
10463312000,5 - High
10463320000,3 - Medium
10463340000,6 - Very High
10463350000,6 - Very High
10463360000,6 - Very High
10463370000,5 - High
10463390000,4 - Medium-High
10463410000,5 - High
10463420000,5 - High
10463430000,6 - Very High
10463440000,6 - Very High
10463450000,6 - Very High
10463460000,6 - Very High
10463470000,6 - Very High
10463480000,6 - Very High
10463490000,6 - Very High
10463520000,4 - Medium-High
10463530000,6 - Very High
10463540000,6 - Very High
10463550000,6 - Very High
10463560000,6 - Very High
10463570000,6 - Very High
10463580000,3 - Medium
10463590000,6 - Very High
10463600000,3 - Medium
10463610000,4 - Medium-High
10463620000,3 - Medium
10463630000,3 - Medium
10463640000,6 - Very High
10463650000,6 - Very High
10463660000,3 - Medium
10463670000,4 - Medium-High
10463680000,6 - Very High
10463690000,4 - Medium-High
10463700000,6 - Very High
10463710000,6 - Very High
10463730000,6 - Very High
10463740000,5 - High
10463750000,6 - Very High
10463771000,6 - Very High
10463772000,6 - Very High
10464100000,6 - Very High
10463780000,5 - High
10463790000,5 - High
10463800000,4 - Medium-High
10463810000,4 - Medium-High
10463820000,6 - Very High
10463830000,6 - Very High
10463840000,4 - Medium-High
10463850000,6 - Very High
10463860000,6 - Very High
10463871000,6 - Very High
10463872000,6 - Very High
10463880000,2 - Low-Medium
10463890000,5 - High
10463900000,6 - Very High
10463910000,6 - Very High
10463920000,3 - Medium
10463930000,5 - High
10463940000,6 - Very High
10463950000,6 - Very High
10463961000,6 - Very High
10463962000,6 - Very High
10463970000,6 - Very High
10463980000,6 - Very High
10463991000,4 - Medium-High
10464001000,6 - Very High
10464002000,6 - Very High
10464003000,6 - Very High
10464004000,6 - Very High
10464011000,6 - Very High
10464012000,6 - Very High
10464013000,6 - Very High
10464014000,6 - Very High
10464021000,6 - Very High
10464022000,6 - Very High
10464024000,6 - Very High
10464025000,6 - Very High
10464030000,3 - Medium
10464040000,6 - Very High
10464060000,6 - Very High
10464070000,6 - Very High
10464080000,6 - Very High
10464090000,6 - Very High
10464110000,6 - Very High
10464120000,6 - Very High
10464131000,6 - Very High
10464132000,6 - Very High
10464133000,6 - Very High
10464140000,6 - Very High
10464151000,6 - Very High
10464152000,6 - Very High
10464161000,6 - Very High
10464162000,6 - Very High
10464163000,6 - Very High
10464170000,6 - Very High
10464180000,6 - Very High
10464190000,6 - Very High
10464200000,6 - Very High
10464210000,6 - Very High
10464220000,6 - Very High
10464231000,6 - Very High
10464232000,6 - Very High
10464234000,6 - Very High
10464235000,6 - Very High
10464236000,6 - Very High
10464237000,6 - Very High
10464241000,6 - Very High
10464243000,6 - Very High
10464244000,6 - Very High
10464251000,6 - Very High
10464252000,6 - Very High
10464253000,6 - Very High
10464254000,6 - Very High
10464255000,6 - Very High
10464256000,6 - Very High
10464257000,6 - Very High
10464262000,6 - Very High
10464263000,6 - Very High
10464264000,6 - Very High
10464270000,6 - Very High
10464280000,4 - Medium-High
10464290000,5 - High
10464310000,5 - High
10464330000,6 - Very High
10464340000,5 - High
10464350000,3 - Medium
10464370000,2 - Low-Medium
10464380000,2 - Low-Medium
10464390000,6 - Very High
10464400000,6 - Very High
10464410000,6 - Very High
10464421000,6 - Very High
10464430000,5 - High
10464440000,6 - Very High
10464450000,6 - Very High
10464460000,6 - Very High
10464470000,5 - High
10464480000,5 - High
10464491000,5 - High
10464492000,4 - Medium-High
10464493000,6 - Very High
10464494000,6 - Very High
10464495000,6 - Very High
10464496000,6 - Very High
10464500000,6 - Very High
10464512000,6 - Very High
10464513000,6 - Very High
10464520000,6 - Very High
10464530000,6 - Very High
10464540000,6 - Very High
10464550000,6 - Very High
10464561000,6 - Very High
10464562000,6 - Very High
10464564000,6 - Very High
10464570000,2 - Low-Medium
10464580000,6 - Very High
10464590000,6 - Very High
10464600000,6 - Very High
10464610000,6 - Very High
10464620000,6 - Very High
10464630000,6 - Very High
10464640000,4 - Medium-High
10464660000,4 - Medium-High
10464680000,5 - High
10464690000,2 - Low-Medium
10464700000,3 - Medium
10464710000,6 - Very High
10464720000,6 - Very High
10464730000,6 - Very High
10464741000,6 - Very High
10464743000,6 - Very High
10464750000,5 - High
10464761000,5 - High
10464762000,6 - Very High
10464770000,5 - High
10464780000,6 - Very High
10464790000,6 - Very High
10464800000,6 - Very High
10464810000,5 - High
10464820000,6 - Very High
10464830000,3 - Medium
10464840000,6 - Very High
10464860000,6 - Very High
10464870000,6 - Very High
10464880000,6 - Very High
10464890000,6 - Very High
10464900000,6 - Very High
10464910000,6 - Very High
10464920000,6 - Very High
10464930000,4 - Medium-High
10464940000,6 - Very High
10464960000,6 - Very High
10464970000,6 - Very High
10464980000,6 - Very High
10464990000,6 - Very High
10465000000,6 - Very High
10465020000,6 - Very High
10465030000,6 - Very High
10465040000,6 - Very High
10465050000,5 - High
10465060000,5 - High
10465070000,6 - Very High
10465080000,6 - Very High
10465090000,2 - Low-Medium
10465100000,6 - Very High
10465110000,6 - Very High
10465120000,3 - Medium
10465130000,4 - Medium-High
10465140000,6 - Very High
10465150000,6 - Very High
10465160000,6 - Very High
10465180000,3 - Medium
10465190000,6 - Very High
10465200000,6 - Very High
10465210000,6 - Very High
10465220000,6 - Very High
10465240000,6 - Very High
10465250000,6 - Very High
10465260000,6 - Very High
10465270000,6 - Very High
10465280000,6 - Very High
10465290000,6 - Very High
10465300000,5 - High
10465310000,4 - Medium-High
10465320000,4 - Medium-High
10465330000,5 - High
10465340000,2 - Low-Medium
10465350000,6 - Very High
10465360000,6 - Very High
10465380000,5 - High
10465401000,6 - Very High
10465420000,6 - Very High
10465430000,6 - Very High
10465440000,6 - Very High
10465450000,6 - Very High
10465461000,6 - Very High
10465471000,6 - Very High
10465472000,6 - Very High
10465480000,5 - High
10465490000,3 - Medium
10465500000,3 - Medium
10465510000,4 - Medium-High
10465520000,4 - Medium-High
10465540000,6 - Very High
10465550000,6 - Very High
10465560000,6 - Very High
10465570000,6 - Very High
10465580000,6 - Very High
10465610000,5 - High
10465620000,6 - Very High
10465630000,5 - High
10465642000,6 - Very High
10465643000,6 - Very High
10465650000,6 - Very High
10465670000,6 - Very High
10465680000,6 - Very High
10465690000,6 - Very High
10465701000,4 - Medium-High
10465702000,5 - High
10465710000,6 - Very High
10465720000,6 - Very High
10465750000,6 - Very High
10465770000,3 - Medium
10465780000,3 - Medium
10465800000,5 - High
10465810000,6 - Very High
10465820000,6 - Very High
10465830000,2 - Low-Medium
10465840000,6 - Very High
10465850000,6 - Very High
10465860000,6 - Very High
10465870000,6 - Very High
10465880000,6 - Very High
10465890000,6 - Very High
10465900000,6 - Very High
10465910000,6 - Very High
10465920000,6 - Very High
10465930000,6 - Very High
10465940000,6 - Very High
10465950000,6 - Very High
10465960000,6 - Very High
10465970000,6 - Very High
10465980000,6 - Very High
10465991000,6 - Very High
10465992000,6 - Very High
10466000000,2 - Low-Medium
10466010000,4 - Medium-High
10466020000,5 - High
10466030000,6 - Very High
10466040000,6 - Very High
10466050000,6 - Very High
10466060000,4 - Medium-High
10466070000,6 - Very High
10466080000,6 - Very High
10466090000,6 - Very High
10466100000,4 - Medium-High
10466110000,3 - Medium
10466120000,6 - Very High
10466130000,6 - Very High
10466140000,6 - Very High
10466150000,3 - Medium
10466160000,5 - High
10466170000,6 - Very High
10466190000,6 - Very High
10466200000,6 - Very High
10466220000,5 - High
10466230000,6 - Very High
10468000000,2 - Low-Medium
10466250000,3 - Medium
10466260000,6 - Very High
10466270000,6 - Very High
10466280000,5 - High
10466290000,5 - High
10466300000,4 - Medium-High
10466320000,3 - Medium
10466330000,6 - Very High
10466340000,6 - Very High
10466350000,6 - Very High
10466360000,6 - Very High
10466380000,6 - Very High
10466390000,6 - Very High
10466410000,6 - Very High
10466420000,6 - Very High
10466430000,3 - Medium
10466440000,5 - High
10466450000,6 - Very High
10466460000,6 - Very High
10466470000,6 - Very High
10466480000,6 - Very High
10466490000,6 - Very High
10466500000,6 - Very High
10466510000,6 - Very High
10466520000,6 - Very High
10466542000,6 - Very High
10466560000,6 - Very High
10466570000,5 - High
10466580000,6 - Very High
10466590000,3 - Medium
10466600000,6 - Very High
10466610000,5 - High
10466620000,6 - Very High
10466650000,4 - Medium-High
10466660000,6 - Very High
10466670000,4 - Medium-High
10466680000,3 - Medium
10466690000,4 - Medium-High
10466700000,3 - Medium
10466710000,6 - Very High
10466720000,6 - Very High
10466740000,6 - Very High
10466750000,5 - High
10466760000,6 - Very High
10466770000,4 - Medium-High
10466780000,6 - Very High
10466790000,5 - High
10466800000,5 - High
10466830000,6 - Very High
10466840000,6 - Very High
10466850000,6 - Very High
10466860000,6 - Very High
10466870000,6 - Very High
10466880000,6 - Very High
10466901000,6 - Very High
10466902000,6 - Very High
10466910000,4 - Medium-High
10466920000,4 - Medium-High
10466930000,6 - Very High
10466940000,6 - Very High
10466950000,3 - Medium
10466960000,6 - Very High
10466980000,5 - High
10466990000,4 - Medium-High
10467000000,6 - Very High
10467010000,5 - High
10467020000,6 - Very High
10467030000,6 - Very High
10467300000,6 - Very High
10467040000,6 - Very High
10467050000,6 - Very High
10467060000,6 - Very High
10467070000,6 - Very High
10467080000,6 - Very High
10467090000,6 - Very High
10467100000,6 - Very High
10467110000,4 - Medium-High
10467120000,6 - Very High
10467130000,6 - Very High
10467140000,6 - Very High
10467150000,6 - Very High
10467160000,6 - Very High
10467170000,6 - Very High
10467180000,6 - Very High
10467190000,4 - Medium-High
10467200000,5 - High
10467210000,6 - Very High
10467220000,5 - High
10467230000,6 - Very High
10467240000,6 - Very High
10467250000,6 - Very High
10467260000,6 - Very High
10467270000,6 - Very High
10467280000,6 - Very High
10467320000,6 - Very High
10467330000,6 - Very High
10467340000,6 - Very High
10467350000,6 - Very High
10467360000,6 - Very High
10467370000,6 - Very High
10467380000,6 - Very High
10467391000,6 - Very High
10467392000,6 - Very High
10467401000,4 - Medium-High
10467402000,5 - High
10467410000,6 - Very High
10467420000,5 - High
10467430000,6 - Very High
10467440000,6 - Very High
10467450000,6 - Very High
10467460000,6 - Very High
10467470000,6 - Very High
10467480000,4 - Medium-High
10467490000,4 - Medium-High
10467500000,5 - High
10467510000,6 - Very High
10467520000,6 - Very High
10467530000,5 - High
10467540000,6 - Very High
10467550000,6 - Very High
10467560000,6 - Very High
10467580000,5 - High
10467600000,3 - Medium
10467610000,3 - Medium
10467620000,4 - Medium-High
10467630000,6 - Very High
10467640000,5 - High
10467650000,5 - High
10467660000,6 - Very High
10467670000,6 - Very High
10467680000,6 - Very High
10467690000,4 - Medium-High
10467700000,6 - Very High
10467710000,6 - Very High
10467720000,6 - Very High
10467730000,6 - Very High
10467740000,6 - Very High
10467750000,6 - Very High
10467760000,6 - Very High
10467771000,6 - Very High
10467780000,6 - Very High
10467790000,6 - Very High
10467800000,6 - Very High
10467810000,6 - Very High
10467820000,6 - Very High
10467830000,6 - Very High
10467840000,6 - Very High
10467850000,5 - High
10467860000,6 - Very High
10467870000,6 - Very High
10467880000,6 - Very High
10467890000,6 - Very High
10467900000,6 - Very High
10467910000,6 - Very High
10467921000,6 - Very High
10467922000,6 - Very High
10467923000,6 - Very High
10467924000,6 - Very High
10467930000,6 - Very High
10467950000,3 - Medium
10467970000,1 - Low
10468010000,1 - Low
10468020000,1 - Low
10468040000,1 - Low
10468050000,1 - Low
10468060000,1 - Low
10468080000,1 - Low
10468090000,1 - Low
10468130000,1 - Low
10468140000,1 - Low
10468210000,1 - Low
10468220000,1 - Low
10468240000,1 - Low
10468260000,1 - Low
10468310000,1 - Low
10468320000,1 - Low
10468340000,1 - Low
10468350000,1 - Low
10468362000,1 - Low
10468380000,1 - Low
10468460000,2 - Low-Medium
10468490000,1 - Low
10468510000,2 - Low-Medium
10468520000,2 - Low-Medium
10468530000,1 - Low
10468541000,1 - Low
10468552000,2 - Low-Medium
10468561000,2 - Low-Medium
10468571000,2 - Low-Medium
10468580000,2 - Low-Medium
10468611000,2 - Low-Medium
10468612000,2 - Low-Medium
10468622000,1 - Low
10468630000,1 - Low
10468640000,1 - Low
10468650000,1 - Low
10468680000,1 - Low
10468700000,1 - Low
10468710000,1 - Low
10468721000,1 - Low
10468725000,1 - Low
10468726000,1 - Low
10468740000,1 - Low
10468750000,1 - Low
10468760000,1 - Low
10468780000,1 - Low
10468800000,1 - Low
10468810000,1 - Low
10468820000,1 - Low
10468830000,1 - Low
10468970000,1 - Low
10468980000,1 - Low
10468990000,1 - Low
10469000000,1 - Low
10469010000,1 - Low
10469020000,1 - Low
10469040000,1 - Low
10469050000,1 - Low
10469070000,1 - Low
10469090000,1 - Low
10469110000,1 - Low
10469140000,1 - Low
10469160000,1 - Low
10469170000,1 - Low
10469180000,1 - Low
10469190000,1 - Low
10469230000,1 - Low
10469250000,1 - Low
10469280000,1 - Low
10469310000,1 - Low
10469320000,1 - Low
10469330000,1 - Low
10469380000,1 - Low
10469400000,1 - Low
10469560000,1 - Low
10469650000,1 - Low
10469742000,2 - Low-Medium
10469752000,2 - Low-Medium
10469773000,1 - Low
10469880000,1 - Low
10470120000,1 - Low
10470130000,1 - Low
10470210000,1 - Low
10470220000,1 - Low
10470230000,1 - Low
10470290000,1 - Low
10470310000,1 - Low
10470320000,1 - Low
10470330000,1 - Low
10470340000,1 - Low
10470350000,1 - Low
10470620000,1 - Low
10470630000,1 - Low
10474381000,1 - Low
10470401000,1 - Low
10470410000,1 - Low
10470520000,1 - Low
10470530000,1 - Low
10470540000,1 - Low
10470580000,1 - Low
10470610000,1 - Low
10474384000,2 - Low-Medium
10470660000,1 - Low
10470680000,1 - Low
10470690000,1 - Low
10470700000,1 - Low
10470931000,1 - Low
10470932000,1 - Low
10470940000,1 - Low
10470980000,1 - Low
10470990000,1 - Low
10471010000,1 - Low
10471020000,1 - Low
10471072000,1 - Low
10471720000,1 - Low
10473520000,1 - Low
10473550000,1 - Low
10471090000,1 - Low
10471893000,1 - Low
10472100000,1 - Low
10471350000,1 - Low
10471370000,1 - Low
10471510000,1 - Low
10471520000,1 - Low
10471570000,1 - Low
10471670000,1 - Low
10471680000,1 - Low
10471690000,1 - Low
10471710000,1 - Low
10471920000,1 - Low
10471940000,1 - Low
10471950000,1 - Low
10471990000,1 - Low
10472070000,1 - Low
10472120000,1 - Low
10472140000,1 - Low
10472200000,1 - Low
10472210000,1 - Low
10472230000,1 - Low
10472271000,1 - Low
10472360000,1 - Low
10472580000,1 - Low
10473441000,1 - Low
10473442000,1 - Low
10473447000,1 - Low
10473480000,1 - Low
10472700000,1 - Low
10472710000,1 - Low
10473490000,1 - Low
10473500000,1 - Low
10473511000,1 - Low
10473512000,1 - Low
10472720000,1 - Low
10472790000,1 - Low
10472850000,1 - Low
10472880000,1 - Low
10473200000,1 - Low
10473420000,1 - Low
10473590000,1 - Low
10473770000,1 - Low
10473780000,1 - Low
10473830000,1 - Low
10473880000,1 - Low
10473890000,1 - Low
10473900000,1 - Low
10473910000,1 - Low
10473920000,1 - Low
10473960000,1 - Low
10474382000,2 - Low-Medium
10473970000,1 - Low
10474000000,1 - Low
10474010000,1 - Low
10474031000,2 - Low-Medium
10474032000,2 - Low-Medium
10474033000,2 - Low-Medium
10474034000,2 - Low-Medium
10474035000,2 - Low-Medium
10474036000,2 - Low-Medium
10474060000,2 - Low-Medium
10474080000,1 - Low
10474100000,1 - Low
10474110000,1 - Low
10474140000,1 - Low
10474280000,1 - Low
10474300000,1 - Low
10474310000,1 - Low
10474383000,1 - Low
10474170000,1 - Low
10474180000,1 - Low
10474220000,1 - Low
10474231000,1 - Low
10474232000,1 - Low
10474350000,1 - Low
10474385000,2 - Low-Medium
10474400000,1 - Low
10474410000,1 - Low
10474420000,1 - Low
10474470000,1 - Low
10474480000,1 - Low
10474500000,1 - Low
10474631000,1 - Low
10474632000,1 - Low
10474640000,1 - Low
10474650000,1 - Low
10474680000,1 - Low
10474720000,1 - Low
10474800000,1 - Low
10474810000,1 - Low
10474820000,1 - Low
10474832000,1 - Low
10474833000,1 - Low
10474840000,1 - Low
10474882000,1 - Low
10474900000,1 - Low
10474931000,2 - Low-Medium
10474932000,2 - Low-Medium
10474933000,1 - Low
10474934000,1 - Low
10475030000,1 - Low
10475150000,1 - Low
10475180000,1 - Low
10475220000,1 - Low
10475290000,1 - Low
10475330000,2 - Low-Medium
10475380000,1 - Low
10475410000,1 - Low
10475420000,1 - Low
10475430000,2 - Low-Medium
10475440000,1 - Low
10475450000,1 - Low
10475460000,1 - Low
10475480000,1 - Low
10475490000,1 - Low
10475520000,1 - Low
10475530000,1 - Low
10475660000,1 - Low
10475680000,1 - Low
10475730000,1 - Low
10475740000,1 - Low
10475780000,1 - Low
10475790000,2 - Low-Medium
10475800000,1 - Low
10475850000,1 - Low
10475870000,1 - Low
10475880000,1 - Low
10475890000,1 - Low
10475910000,1 - Low
10475920000,1 - Low
10476011000,1 - Low
10476012000,1 - Low
10476013000,1 - Low
10476014000,1 - Low
10476015000,1 - Low
10476016000,1 - Low
10476100000,1 - Low
10476150000,2 - Low-Medium
10476190000,1 - Low
10476222000,1 - Low
10476250000,1 - Low
10476290000,1 - Low
10476300000,2 - Low-Medium
10476340000,1 - Low
10476360000,1 - Low
10476370000,2 - Low-Medium
10476380000,1 - Low
10477200000,4 - Medium-High
10476390000,1 - Low
10476400000,1 - Low
10476411000,1 - Low
10476412000,1 - Low
10476413000,1 - Low
10476420000,1 - Low
10476490000,1 - Low
10476511000,1 - Low
10476512000,1 - Low
10476513000,1 - Low
10476517000,1 - Low
10476550000,1 - Low
10476580000,5 - High
10476590000,3 - Medium
10476600000,5 - High
10476610000,5 - High
10476620000,3 - Medium
10476630000,4 - Medium-High
10476640000,1 - Low
10476650000,3 - Medium
10476660000,3 - Medium
10476670000,2 - Low-Medium
10476680000,5 - High
10476690000,5 - High
10476700000,3 - Medium
10476710000,5 - High
10476720000,4 - Medium-High
10476730000,5 - High
10476740000,4 - Medium-High
10476750000,3 - Medium
10476760000,2 - Low-Medium
10476770000,3 - Medium
10476780000,4 - Medium-High
10476790000,6 - Very High
10476820000,6 - Very High
10477210000,3 - Medium
10476830000,5 - High
10476840000,5 - High
10476850000,1 - Low
10476860000,3 - Medium
10476870000,4 - Medium-High
10476880000,3 - Medium
10476890000,4 - Medium-High
10476900000,5 - High
10476910000,2 - Low-Medium
10476920000,4 - Medium-High
10476930000,3 - Medium
10476940000,3 - Medium
10476950000,2 - Low-Medium
10476960000,1 - Low
10476970000,2 - Low-Medium
10477190000,6 - Very High
10476980000,3 - Medium
10476990000,4 - Medium-High
10477000000,3 - Medium
10477010000,6 - Very High
10477020000,5 - High
10477030000,5 - High
10477040000,6 - Very High
10477050000,2 - Low-Medium
10477060000,2 - Low-Medium
10477070000,3 - Medium
10477080000,3 - Medium
10477090000,3 - Medium
10477100000,3 - Medium
10477110000,5 - High
10477120000,6 - Very High
10477130000,6 - Very High
10477140000,6 - Very High
10477150000,6 - Very High
10477160000,3 - Medium
10477180000,4 - Medium-High
10477220000,4 - Medium-High
10477230000,4 - Medium-High
10477240000,3 - Medium
10477250000,2 - Low-Medium
10477260000,2 - Low-Medium
10477270000,2 - Low-Medium
10477290000,1 - Low
10477300000,5 - High
10477310000,2 - Low-Medium
10477320000,5 - High
10477330000,3 - Medium
10477340000,2 - Low-Medium
10477350000,2 - Low-Medium
10477360000,3 - Medium
10477370000,3 - Medium
10477540000,5 - High
10477390000,4 - Medium-High
10477400000,2 - Low-Medium
10477410000,2 - Low-Medium
10477420000,5 - High
10477430000,4 - Medium-High
10477440000,2 - Low-Medium
10477450000,2 - Low-Medium
10477460000,2 - Low-Medium
10477470000,4 - Medium-High
10477480000,1 - Low
10477490000,2 - Low-Medium
10477500000,1 - Low
10477510000,5 - High
10477520000,4 - Medium-High
10477530000,4 - Medium-High
10477560000,1 - Low
10477570000,3 - Medium
10477580000,2 - Low-Medium
10477590000,4 - Medium-High
10477600000,1 - Low
10477610000,1 - Low
10477620000,1 - Low
10477630000,3 - Medium
10477650000,3 - Medium
10477660000,1 - Low
10477680000,3 - Medium
10477690000,4 - Medium-High
10477700000,5 - High
10477710000,6 - Very High
10477720000,3 - Medium
10477730000,3 - Medium
10477740000,4 - Medium-High
10477750000,6 - Very High
10477760000,3 - Medium
10477780000,3 - Medium
10477800000,2 - Low-Medium
10477810000,4 - Medium-High
10477820000,4 - Medium-High
10477830000,4 - Medium-High
